brief,objective,screen_id,screen_kind,screen_type,mount_position,screen_size,location_name,location_type,zone_name,city_name,market_tier,routes,time_block_id,time_block_hours,daypart,slots_per_day,price_floor,price_target,price_cap,cost_per_day,cost_for_campaign,demand_score,demand_basis,impressions_standalone_daily,impressions_marginal_daily,impressions_marginal_weekly,relevance_score,relevance_reason,audience_cluster,data_confidence,audience_profile,nearby_pois
campaign_6,awareness,DAT-SCR-001649,fixed,metro_station,platform,S,Union Flats Interchange,metro_station,Union Flats,DA Town,standard,Red Line,5,16:00-20:00,evening,1,55.68,58.48,100.22,58.48,1462.0,0.0837,own_history,36790.0,34746.0,243223.0,0.7135,38% of local population in target age range (18_34); commuter index 0.54; nearby shopping_mall POI(s) relevant to campaign,LOC::DAT-LOC-0033,high,"Evening block, roadside/platform panel; serving Union Flats; mid-income area (mixed skew); ~71,924 riders in this block; nearby draws: shopping mall, residential tower; network hub adjacency.",shopping_mall; residential_tower; grocery_anchor
campaign_6,awareness,DAT-SCR-001704,fixed,metro_station,platform,S,Bellwood Interchange,metro_station,Bellwood,DA Town,standard,Blue Line,3,08:00-12:00,midday,1,32.84,33.59,59.11,33.59,839.75,0.0382,own_history,37503.0,33930.0,237513.0,0.5548,"65% of local population in target age range (18_34); commuter index 0.52; no nearby POIs match requested type(s): shopping_mall, office_park",LOC::DAT-LOC-0044,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~73,317 riders in this block; nearby draws: university, residential tower; network hub adjacency.",university; residential_tower; grocery_anchor
campaign_6,awareness,DAT-SCR-003049,fixed,metro_station,platform,S,Union Flats Interchange,metro_station,Union Flats,DA Town,standard,Red Line,3,08:00-12:00,midday,1,44.22,45.17,79.6,45.17,1129.25,0.0359,own_history,33752.0,31877.0,223137.0,0.7135,"38% of local population in target age range (18_34); commuter index 0.54; nearby office_park, shopping_mall POI(s) relevant to campaign",LOC::DAT-LOC-0003,high,"Midday block, roadside/platform panel; serving Union Flats; mid-income area (mixed skew); ~65,984 riders in this block; nearby draws: office park, grocery anchor; network hub adjacency.",office_park; grocery_anchor; government_building
campaign_6,awareness,DAT-SCR-001772,fixed,metro_station,platform,S,Founders Square Central,metro_station,Founders Square,DA Town,standard,Green Line,3,08:00-12:00,midday,1,33.23,33.93,59.81,33.93,848.25,0.0351,own_history,31033.0,29556.0,206892.0,0.6151,29% of local population in target age range (18_34); commuter index 0.54; nearby shopping_mall POI(s) relevant to campaign,LOC::DAT-LOC-0059,high,"Midday block, roadside/platform panel; serving Founders Square; value-income area (retail_service skew); ~60,669 riders in this block; nearby draws: shopping mall, grocery anchor; network hub adjacency.",shopping_mall; grocery_anchor; government_building
campaign_6,awareness,LH-SCR-003976,fixed,metro_station,platform,S,Uptown Crescent Central,metro_station,Uptown Crescent,Las Hackland,premium,Silver Line,3,08:00-12:00,midday,1,45.96,47.42,82.73,47.42,1185.5,0.053,own_history,30742.0,29034.0,203241.0,0.7279,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::LH-LOC-0064,high,"Midday block, roadside/platform panel; serving Uptown Crescent; value-income area (student skew); ~60,100 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; shopping_mall
campaign_6,awareness,ACS-SCR-001662,fixed,metro_station,platform,S,Fallowfield Central,metro_station,Fallowfield,Accordionshire,value,Blue Line,3,08:00-12:00,midday,1,24.15,24.21,43.47,24.21,605.25,0.0042,own_history,28913.0,28913.0,202392.0,0.6124,66% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::ACS-LOC-0024,high,"Midday block, roadside/platform panel; serving Fallowfield; value-income area (student skew); ~56,525 riders in this block; nearby draws: residential tower, entertainment district; network hub adjacency.",residential_tower; entertainment_district; grocery_anchor
campaign_6,awareness,ACS-SCR-001496,fixed,metro_station,platform,S,Fallowfield Interchange,metro_station,Fallowfield,Accordionshire,value,Red Line,3,08:00-12:00,midday,1,24.97,26.93,44.95,26.93,673.25,0.131,own_history,26900.0,26900.0,188298.0,0.5934,66% of local population in target age range (18_34); commuter index 0.51; nearby shopping_mall POI(s) relevant to campaign,LOC::ACS-LOC-0004,high,"Midday block, roadside/platform panel; serving Fallowfield; value-income area (student skew); ~52,588 riders in this block; nearby draws: grocery anchor, stadium arena; network hub adjacency.",grocery_anchor; stadium_arena; shopping_mall
campaign_6,awareness,DAT-SCR-002975,fixed,metro_station,platform,S,Northbank Central,metro_station,Northbank,DA Town,standard,Violet Line,3,08:00-12:00,midday,1,29.09,31.43,52.36,31.43,785.75,0.134,own_history,26992.0,24397.0,170777.0,0.5629,16% of local population in target age range (18_34); commuter index 0.51; nearby shopping_mall POI(s) relevant to campaign,LOC::DAT-LOC-0020,high,"Midday block, roadside/platform panel; serving Northbank; value-income area (mixed skew); ~52,769 riders in this block; nearby draws: shopping mall, tourist landmark; network hub adjacency.",shopping_mall; tourist_landmark; university
campaign_6,awareness,DAT-SCR-001975,fixed,metro_station,platform,S,Bellwood Terminal,metro_station,Bellwood,DA Town,standard,Yellow Line,3,08:00-12:00,midday,1,30.8,31.86,55.44,31.86,796.5,0.0572,own_history,26167.0,23674.0,165719.0,0.5548,"65% of local population in target age range (18_34); commuter index 0.52; no nearby POIs match requested type(s): shopping_mall, office_park",LOC::DAT-LOC-0054,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~51,155 riders in this block; nearby draws: entertainment district, residential tower; network hub adjacency.",entertainment_district; residential_tower; university
campaign_6,awareness,ACS-SCR-001614,fixed,metro_station,platform,M,Fallowfield Terminal,metro_station,Fallowfield,Accordionshire,value,Green Line,2,04:00-08:00,morning,1,24.83,24.86,44.69,24.86,621.5,0.0021,own_history,22621.0,19141.0,133984.0,0.5533,"66% of local population in target age range (18_34); commuter index 0.51; no nearby POIs match requested type(s): shopping_mall, office_park",LOC::ACS-LOC-0014,high,"Morning block, roadside/platform panel; serving Fallowfield; value-income area (student skew); ~44,223 riders in this block; nearby draws: university, grocery anchor; network hub adjacency.",university; grocery_anchor; residential_tower
campaign_6,awareness,DAT-SCR-002820,fixed,metro_station,platform,M,Bellwood Terminal,metro_station,Bellwood,DA Town,standard,Yellow Line,3,08:00-12:00,midday,1,35.78,36.82,64.4,36.82,920.5,0.0485,own_history,37874.0,17133.0,119933.0,0.7183,65% of local population in target age range (18_34); commuter index 0.52; nearby shopping_mall POI(s) relevant to campaign,LOC::DAT-LOC-0004,high,"Midday block, roadside/platform panel; serving Bellwood; value-income area (student skew); ~74,043 riders in this block; nearby draws: grocery anchor, shopping mall; network hub adjacency.",grocery_anchor; shopping_mall; university
